paper_id,title,doc_type,chunk_id,source_section,text,topics,pmid,license,rank_score,section_norm
PMC10938029,"Oral consumption of Bonito fish‐derived elastin peptide (VGPG Elastin ® ) improves biophysical properties in aging skin: A randomized, double‐blinded, placebo‐controlled study",journal_article,PMC10938029_s1018,CONCLUSION,"[CONCLUSION] 5 CONCLUSION Oral consumption of Bonito fish‐derived elastin peptide (VGPG Elastin ® ) reduced fine wrinkles, enhanced skin moisture, and lowered the melanin index, resulting in skin brightening without significant adverse effects. These findings also suggest that elastin peptide intake may be a safe and excellent measure for other dermatological diseases, such as Riehl's melanosis, melasma, and senile lentigo, as well as aging. Further research remains to elucidate the precise therapeutic mechanisms through which this nutraceutical can impact various dermatological conditions.","wrinkle_elasticity,pigmentation",38481080,CC BY,93,conclusion
PMC12821225,A Randomized Controlled Trial of the Genistein Plus Bakuchiol and Vitamins (GEN + ) Product for Male Facial Skin: Effects on Skin Appearance and Properties,journal_article,PMC12821225_s1011,Results,.05 [–0.50 to 0.60] 0.02 [–0.48 to 0.52] 0.12 [–0.44 to 0.68] 0.09 [–0.42 to 0.59] 0.12 [–0.43 to 0.67] −0.14 [–0.85 to 0.58] −0.34 [–1.08 to 0.40] Avg A (arb. unit) 0.04 [–0.39 to 0.46] −0.03 [–0.49 to 0.43] 0.07 [–0.35 to 0.50] 0.13 [–0.32 to 0.59] 0.05 [–0.29 to 0.40] −0.03 [–0.41 to 0.36] 0.03 [–0.51 to 0.57] −0.09 [–0.68 to 0.49] Avg B (arb. unit) 0.12 [–0.31 to 0.54] 0.10 [–0.37 to 0.57] −0.13 [–0.52 to 0.26] −0.12 [–0.54 to 0.30] 0.25 [–0.14 to 0.65] 0.22 [–0.23 to 0.68] −0.04 [–0.50 to 0.42] 0.09 [–0.41 to 0.60] Avg. ITA (arb. unit) 0.25 [–1.79 to 2.29] 0.30 [–1.92 to 2.52] −0.27 [–2.32 to 1.77] 0.22 [–2.08 to 2.51] 0.49 [–1.62 to 2.60] 0.80 [–1.51 to 3.12] −0.42 [–2.97 to 2.14] −1.30 [–3.95 to 1.35] Melanin and erythema parameters Melanin −1.41 [–12.74 to 9.92] −1.08 [–13.72 to 11.57] 1.41 [–9.11 to 11.93] 0.68 [–10.85 to 12.20] −4.85 [–15.33 to 5.62] −5.56 [–17.16 to 6.05] −6.45 [–21.21 to 8.32] −2.96 [–18.65 to 12.73] Erythema −2.09 [–14.57 to 10.39] −3.16 [–16.95 to 10.63] −5.13 [–18.08 to 7.82] −5.28 [–19.18 to 8.63] 5.77 [–3.80 to 15.35] 4.26 [–6.48 to 14.99] −2.11 [–19.01 to 14.79] −3.14 [–21.60 to 15.33] Porphyrins parameters Size (%) −0.05 [–0.32 to 0.22] −0.09 [–0.39 to 0.21] 0.14 [–0.22 to 0.49] 0.20 [–0.18 to 0.58] 0.06 [–0.13 to 0.26] 0.07 [–0.12 to 0.27] Count −1.82 [–4.92 to 1.28] −1.74 [–5.25 to 1.76] 1.03 [–3.18 to 5.24] 0.88 [–3.31 to 5.06] 0.37 [–2.36,inflammation,0,CC BY,88,results
PMC12821225,A Randomized Controlled Trial of the Genistein Plus Bakuchiol and Vitamins (GEN + ) Product for Male Facial Skin: Effects on Skin Appearance and Properties,journal_article,PMC12821225_s1017,Results,"+ and PLA groups at Weeks 4 and 8 for facial skin property parameters are reported in Table S3 . 3.3 Adverse Events During the 12‐week study period, four participants in the GEN + group and two participants in the PLA group experienced mild, self‐resolved skin rashes or itching. Additionally, other symptoms, such as burning sensations and peeling facial skin, were reported in seven participants in the GEN + group and nine participants in the PLA group. For those experiencing rashes or peeling skin, the product (either GEN + or PLA) was withheld until the symptoms were completely resolved. However, all participants who reported these issues resumed using the product and continued until the end of the study. No further skin rashes occurred after re‐exposure to the GEN + product. 3.4 Participant Satisfaction In terms of participant satisfaction with the product and skin outcomes after the 12‐week intervention, no significant differences were observed between the two groups. However, the GEN + group demonstrated a higher satisfaction trend in both product satisfaction and satisfaction with their own skin outcomes across most evaluated domains. Detailed scores for each domain in both groups are provided in Table S4 .",oxidative_stress,0,CC BY,88,results
PMC12821225,A Randomized Controlled Trial of the Genistein Plus Bakuchiol and Vitamins (GEN + ) Product for Male Facial Skin: Effects on Skin Appearance and Properties,journal_article,PMC12821225_s1018,Discussion,"[Discussion] 4 Discussion In this study, improvements were observed in several aspects of facial skin appearance in men following the application of the GEN + product. To understand the biological basis of these effects, it is important to consider the role of estrogen receptors (ERs), which are involved in various complex physiological processes. ERs exist in two subtypes, ERα and ERβ, each with distinct tissue distributions [ 36 ]. Both subtypes are expressed in human skin, but ERβ is the predominant isoform and is believed to mediate most of the estrogen‐related effects in cutaneous tissue, with no significant differences in ER expression levels between males and females [ 37 ]. Genistein, a naturally occurring phytoestrogen, exerts its biological effects primarily through estrogen receptors (ERs), exhibiting a selective affinity for ERβ [ 23 , 38 ]. Following topical application, genistein can permeate the stratum corneum, allowing it to interact with cutaneous ERs [ 23 , 39 ]. Given this mechanism, genistein is expected to exert comparable local effects on the skin across sexes. Furthermore, previous studies indicate that systemic absorption of genistein via topical administration is minimal, with the compound predominantly retained within the skin [ 40 ]. Consequently, the likelihood of systemic hormonal effects resulting from cutaneous exposure to genistein is considered","barrier_hydration,oxidative_stress",0,CC BY,88,discussion
PMC12821225,A Randomized Controlled Trial of the Genistein Plus Bakuchiol and Vitamins (GEN + ) Product for Male Facial Skin: Effects on Skin Appearance and Properties,journal_article,PMC12821225_s1019,Discussion,"tion is minimal, with the compound predominantly retained within the skin [ 40 ]. Consequently, the likelihood of systemic hormonal effects resulting from cutaneous exposure to genistein is considered low. The concentration of genistein used in this study was 4%, a dosage that has been extensively investigated in prior clinical research. Evidence demonstrates that this concentration is effective in enhancing multiple aspects of skin health, including improvements in elasticity and moisture content, increased dermal vascularization, and greater epidermal thickness. Furthermore, significant increases in dermal levels of type I and III collagen, hyaluronic acid, glycosaminoglycans, and fibroblast density have been reported. Additionally, no significant local or systemic adverse events were reported. Collectively, these studies confirm both the clinical efficacy and favorable safety profile of genistein [ 35 , 41 , 42 , 43 , 44 ]. The formulation's overall efficacy is further supported by the inclusion of multiple bioactive ingredients such as genistein, bakuchiol, key vitamins (Vitamin C, Vitamin E, and Vitamin B3), and ceramides. All ingredients used in the formulation comply with applicable requirements and are not classified as prohibited or restricted under current cosmetic regulations in Thailand or according to ASEAN Cosmetic Harmonization standards [ 45 , 46 ]. Collectively","wrinkle_elasticity,barrier_hydration",0,CC BY,88,discussion
PMC12821225,A Randomized Controlled Trial of the Genistein Plus Bakuchiol and Vitamins (GEN + ) Product for Male Facial Skin: Effects on Skin Appearance and Properties,journal_article,PMC12821225_s1020,Discussion,"plicable requirements and are not classified as prohibited or restricted under current cosmetic regulations in Thailand or according to ASEAN Cosmetic Harmonization standards [ 45 , 46 ]. Collectively, these findings highlight the potential of such formulations to effectively address male skincare needs. A key strength of this study lies in its robust methodology, which employed a high‐quality randomized controlled trial (RCT) design. The clinical trial adhered to the gold standard for reliability by using a randomized, double‐blind, placebo‐controlled approach. Study products were coded and randomly assigned, ensuring that both participants and investigators remained blind throughout the trial. Facial skin outcomes—including facial color, skin tone, spots, melanin and erythema levels, acne parameters, elasticity, hydration, skin barrier integrity, and wrinkles—were assessed objectively and quantitatively using reliable tools. RCT design is particularly advantageous in dermatological studies due to the high variability in skin measurements, which are influenced by environmental factors. For example, a previous study found a statistical correlation between air temperature and other environmental variables, such as relative humidity and air pressure. Specifically, skin elasticity was positively correlated with air temperature but negatively correlated with air pressure [ 47 ]. By","wrinkle_elasticity,barrier_hydration,inflammation",0,CC BY,88,discussion
PMC12821225,A Randomized Controlled Trial of the Genistein Plus Bakuchiol and Vitamins (GEN + ) Product for Male Facial Skin: Effects on Skin Appearance and Properties,journal_article,PMC12821225_s1021,Discussion,"environmental variables, such as relative humidity and air pressure. Specifically, skin elasticity was positively correlated with air temperature but negatively correlated with air pressure [ 47 ]. By including a placebo‐controlled group and randomization, RCTs mitigate the impact of these external variables, enhancing the validity of the findings. In contrast, single‐arm trials lack a control group, making it difficult to account for environmental influences and other confounding factors. This limitation complicates the interpretation of results and reduces the quality of evidence. Therefore, the rigorous RCT design employed in this study strengthens the validity and reliability of the observed outcomes. Our analysis revealed that men could benefit from the GEN + product in terms of skin appearance. Significant improvements were observed in skin lightening, color consistency, and spot count reduction, while the melanin index showed a decreasing trend across most facial areas following the 12‐week intervention with the GEN + product. These improvements may be attributed to the various active ingredients in the GEN + product, which target four primary stages of melanogenesis. First, melanogenesis, the process of melanin production, begins with the activation of melanocytes, which is primarily influenced by ultraviolet (UV) radiation. UV exposure generates reactive oxygen species","uv,wrinkle_elasticity,oxidative_stress",0,CC BY,88,discussion
PMC12821225,A Randomized Controlled Trial of the Genistein Plus Bakuchiol and Vitamins (GEN + ) Product for Male Facial Skin: Effects on Skin Appearance and Properties,journal_article,PMC12821225_s1022,Discussion," melanogenesis, the process of melanin production, begins with the activation of melanocytes, which is primarily influenced by ultraviolet (UV) radiation. UV exposure generates reactive oxygen species (ROS), leading to oxidative stress and inflammation that accelerate skin dyschromia and aging [ 13 ]. However, antioxidants can neutralize ROS, thereby providing photoprotective benefits [ 48 ]. The GEN + formulation contains several antioxidants, including genistein, a predominant isoflavone in soybeans, and bakuchiol, both of which mitigate oxidative stress [ 49 , 50 , 51 ]. Additionally, Vitamin C and Vitamin E are well‐known antioxidants with anti‐inflammatory effects through several mechanisms, including the neutralization of ROS [ 52 , 53 ], inhibiting NF‐κB signaling [ 53 ], and synergistic replenishment of the skin's antioxidant capacity [ 54 ]. Second, following melanocyte activation, tyrosine, the precursor substance, is converted into melanin through tyrosinase activity. Several components in the GEN + formulation play a crucial role in this step, including genistein, which has demonstrated evidence of inhibiting tyrosinase [ 55 ]. Bakuchiol further regulates this process by interfering with α‐melanocyte‐stimulating hormone (α‐MSH) signaling [ 56 ]. The mechanism α‐MSH activates the melanocortin‐1 receptor (MC1R) and downstream cAMP signaling, which are essential for ty","uv,stress,oxidative_stress,inflammation",0,CC BY,88,discussion
PMC12821225,A Randomized Controlled Trial of the Genistein Plus Bakuchiol and Vitamins (GEN + ) Product for Male Facial Skin: Effects on Skin Appearance and Properties,journal_article,PMC12821225_s1023,Discussion,"y interfering with α‐melanocyte‐stimulating hormone (α‐MSH) signaling [ 56 ]. The mechanism α‐MSH activates the melanocortin‐1 receptor (MC1R) and downstream cAMP signaling, which are essential for tyrosinase activity and melanogenesis [ 57 ]. Additionally, bakuchiol has been shown to competitively inhibit tyrosinase activity and may downregulate tyrosinase transcription and related proteins [ 58 , 59 ]. Vitamin C also plays a crucial role in this step by interacting with copper ions at the tyrosinase‐active site, thereby inhibiting tyrosinase activity and reducing melanin formation [ 60 ]. Third, once melanin is produced, melanosomes containing melanin are transferred from melanocytes to keratinocytes, contributing to visible pigmentation. However, both bakuchiol and niacinamide (Vitamin B3) have been shown to inhibit melanosome transfer, effectively reducing pigment deposition in the epidermis [ 58 , 61 , 62 ]. Finally, pigment distribution and degradation are regulated through keratinocyte turnover and epidermal renewal. Vitamin C supports epidermal turnover, improving skin brightness and promoting a more consistent complexion [ 63 ]. Furthermore, the overall improvement in skin appearance observed with the GEN + formulation may be attributed to the synergistic effects of its combined active ingredients. Previous clinical trials on nutraceutical products combining genistein ","pigmentation,oxidative_stress",0,CC BY,88,discussion
PMC12821225,A Randomized Controlled Trial of the Genistein Plus Bakuchiol and Vitamins (GEN + ) Product for Male Facial Skin: Effects on Skin Appearance and Properties,journal_article,PMC12821225_s1024,Discussion," appearance observed with the GEN + formulation may be attributed to the synergistic effects of its combined active ingredients. Previous clinical trials on nutraceutical products combining genistein with vitamins E and B3 have demonstrated improvements in facial skin quality [ 35 ]. Another study evaluating a serum containing bakuchiol, ascorbyl tetraisopalmitate (a stable vitamin C derivative), and melatonin reported significant clinical anti‐aging effects [ 64 ]. Additionally, strong evidence supports the synergistic benefits of combining topical vitamins C and E, which have been shown to provide superior photoprotection compared to the use of either vitamin alone [ 65 ]. Skin lightening, color uniformity, and spot count were assessed using Visioface, which enables consistent tracking of predefined facial marker areas over the study intervention. In contrast, parameters such as melanin and erythema were measured using Mexameter, a point‐based device. To minimize measurement bias, regions exhibiting pronounced pigmentation or inflammation (e.g., areas affected by active melasma or erythema) were intentionally excluded from Mexameter assessments. As a result, the baseline values recorded may have been lower, potentially limiting the detectable changes. While the melanin index showed a decreasing trend across most facial areas, the change did not reach statistical significance.","uv,pigmentation,oxidative_stress,inflammation",0,CC BY,88,discussion
PMC12821225,A Randomized Controlled Trial of the Genistein Plus Bakuchiol and Vitamins (GEN + ) Product for Male Facial Skin: Effects on Skin Appearance and Properties,journal_article,PMC12821225_s1025,Discussion,"ecorded may have been lower, potentially limiting the detectable changes. While the melanin index showed a decreasing trend across most facial areas, the change did not reach statistical significance. The GEN + product demonstrated a trend toward promoting healthy skin, as indicated by increased skin hydration and a corresponding decrease in transepidermal water loss, suggesting enhanced skin barrier function after the 12‐week intervention. In terms of skin hydration, genistein has been shown to increase hyaluronic acid concentrations in the skin [ 44 ]. Hyaluronic acid appears to be a critical component of the extracellular matrix and functions as a biological humectant, which can retain moisture within the skin [ 66 ]. These findings align with previous studies, all of which observed improvements in skin hydration following the topical application of soy‐based products [ 67 , 68 , 69 ]. For TEWL, evidence suggests that improvements in TEWL and, consequently, skin barrier integrity are more pronounced with topical soy application than with oral supplementation [ 70 ]. Another key ingredient in GEN + is ceramides. Incorporating ceramides into skincare formulations has been shown to directly contribute to the skin's lipid matrix, as ceramides are essential for forming multilamellar structures in the stratum corneum [ 34 ]. The presence of covalently bound ceramides is crucial fo","barrier_hydration,oxidative_stress",0,CC BY,88,discussion
PMC12821225,A Randomized Controlled Trial of the Genistein Plus Bakuchiol and Vitamins (GEN + ) Product for Male Facial Skin: Effects on Skin Appearance and Properties,journal_article,PMC12821225_s1026,Discussion," directly contribute to the skin's lipid matrix, as ceramides are essential for forming multilamellar structures in the stratum corneum [ 34 ]. The presence of covalently bound ceramides is crucial for maintaining skin barrier integrity and moisture retention [ 71 ], supporting the observed improvements in both parameters. In our study, no significant difference in skin elasticity was observed between the GEN + and PLA groups. Skin elasticity naturally declines with age due to the deterioration of elastic fibers and changes in the dermis [ 72 ]. The lack of improvement in elasticity may be attributed to intrinsic aging and external factors, such as UV exposure and lifestyle choices [ 73 ], which can diminish the effects of natural treatments. This finding aligns with previous studies that found no association between dietary soy intake and skin elasticity [ 74 ]. Skin elasticity is a critical factor in wrinkle formation as it reflects the skin's ability to return to its original shape after deformation. Declining elasticity is associated with reduced skin resilience and increased wrinkle formation, particularly after age 40 [ 75 ], which aligns with the target age group of our study. Additionally, both groups experienced an increase in skin roughness during the 12‐week study period. Wrinkle parameters are influenced by multiple factors, with genetic predispositions in males oft","wrinkle_elasticity,barrier_hydration",0,CC BY,88,discussion
